unique id,university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
120,Universidade de São Paulo,2017,120,59,https://www.topuniversities.com/universities/universidade-de-sao-paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg,Public,Very High,13,1858,XL,4943
121,Humboldt-Universität zu Berlin,2017,121,58.9,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17,5239,XL,1967
122,Eindhoven University of Technology,2017,121,58.9,https://www.topuniversities.com/universities/eindhoven-university-technology,Netherlands,Eindhoven,Europe,https://www.topuniversities.com/sites/default/files/eindhoven-university-of-technology_592560cf2aeae70239af4b3c_small.jpg,Public,Very High,9,1872,M,1145
123,Freie Universitaet Berlin,2017,123,58.7,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,Public,Very High,25,6659,XL,1389
124,Queen Mary University of London,2017,123,58.7,https://www.topuniversities.com/universities/queen-mary-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_small.jpg,Public,Very High,9,8625,L,2119
125,The University of Adelaide,2017,125,58.6,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13,10107,L,1757
126,Université de Montréal ,2017,126,58.5,https://www.topuniversities.com/universities/universite-de-montreal,Canada,Montreal,North America,https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small.jpg,Public,Very High,7,7625,XL,5533
127,University of York,2017,127,58.4,https://www.topuniversities.com/universities/university-york,United Kingdom,York,Europe,https://www.topuniversities.com/sites/default/files/university-of-york_689_small.jpg,Public,Very High,9,5098,L,2209
128,Universidad Nacional Autónoma de México  (UNAM),2017,128,58.3,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg,Public,Very High,9,5110,XL,16381
129,Lancaster University,2017,129,57.9,https://www.topuniversities.com/universities/lancaster-university,United Kingdom,Lancaster,Europe,https://www.topuniversities.com/sites/default/files/lancaster-university_335_small.jpg,Public,Very High,10,5557,L,1440
130,Hokkaido University,2017,130,57.8,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7,1984,L,2476
131,Ghent University,2017,131,57.6,https://www.topuniversities.com/universities/ghent-university,Belgium,Ghent,Europe,https://www.topuniversities.com/sites/default/files/ghent-university_228_small.jpg,Public,Very High,7,4609,XL,5537
132,"University of Maryland, College Park",2017,131,57.6,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,4659,XL,3798
133,Universiti Malaya (UM),2017,133,57.1,https://www.topuniversities.com/universities/universiti-malaya-um,Malaysia,Kuala Lumpur,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg,Public,Very High,8,3340,L,2386
134,Aalto University,2017,133,57.1,https://www.topuniversities.com/universities/aalto-university,Finland,Espoo,Europe,https://www.topuniversities.com/sites/default/files/aalto-university_261_small.jpg,Public,Very High,9,2202,L,1396
135,Kyushu University,2017,135,56.8,https://www.topuniversities.com/universities/kyushu-university,Japan,Fukuoka City,Asia,https://www.topuniversities.com/sites/default/files/kyushu-university_331_small.jpg,Public,Very High,7,2125,L,2761
136,University of Southern California,2017,136,56.7,https://www.topuniversities.com/universities/university-southern-california,United States,Los Angeles,North America,https://www.topuniversities.com/sites/default/files/university-of-southern-california_569_small.jpg,Private,Very High,10,9107,XL,3116
137,University of Minnesota Twin Cities,2017,137,56.4,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,North America,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,Public,Very High,11,5630,XL,5087
138,University of Lausanne,2017,138,56.3,https://www.topuniversities.com/universities/university-lausanne,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_small.jpg,Public,Very High,9,3026,L,1478
139,Chalmers University of Technology,2017,139,56.1,https://www.topuniversities.com/universities/chalmers-university-technology,Sweden,Gothenburg,Europe,https://www.topuniversities.com/sites/default/files/chalmers-university-of-technology_592560cf2aeae70239af4af7_small.jpg,Private,Very High,8,2502,M,2500
140,Cardiff University,2017,140,55.7,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9,7819,L,3350
141,Université Pierre et Marie Curie (UPMC),2017,141,57.5,https://www.topuniversities.com/universities/universite-pierre-et-marie-curie-upmc,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/universit-pierre-et-marie-curie-upmc_487_small.jpg,Public,Very High,9,8782,XL,4680
142,University of Basel,2017,141,55.6,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9,2875,M,1036
143,University of Aberdeen,2017,141,55.6,https://www.topuniversities.com/universities/university-aberdeen,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,Public,Very High,11,5544,L,1175
144,Erasmus University Rotterdam ,2017,144,55.5,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,5932,L,2699
145,University of Pittsburgh,2017,145,55.1,https://www.topuniversities.com/universities/university-pittsburgh,United States,Pittsburgh,North America,https://www.topuniversities.com/sites/default/files/university-of-pittsburgh_500_small.jpg,Public,Very High,6,2590,L,4746
146,RWTH Aachen University,2017,146,55,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19,12477,XL,2431
147,Pontificia Universidad Católica de Chile (UC),2017,147,54.7,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12,1072,L,2343
148,The Hebrew University of Jerusalem,2017,148,54.2,https://www.topuniversities.com/universities/hebrew-university-jerusalem,Israel,Jerusalem,Asia,https://www.topuniversities.com/sites/default/files/the-hebrew-university-of-jerusalem_256_small.jpg,Public,Very High,7,1176,L,2295
149,McMaster University,2017,149,54.1,https://www.topuniversities.com/universities/mcmaster-university,Canada,Hamilton,North America,https://www.topuniversities.com/sites/default/files/mcmaster-university_397_small.jpg,Public,Very High,7,5386,L,3819
150,Emory University,2017,149,54.1,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5,2264,L,2725
151,National Tsing Hua University,2017,151,53.9,https://www.topuniversities.com/universities/national-tsing-hua-university,Taiwan,Hsinchu City,Asia,https://www.topuniversities.com/sites/default/files/national-tsing-hua-university_442_small.jpg,Public,Very High,10,1551,L,1265
152,University of Waterloo,2017,152,53.8,https://www.topuniversities.com/universities/university-waterloo,Canada,Waterloo,North America,https://www.topuniversities.com/sites/default/files/university-of-waterloo_670_small.jpg,Public,Very High,18,10269,XL,1908
153,Indian Institute of Science,2017,152,53.8,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9,5,S,446
154,Université catholique de Louvain (UCLouvain),2017,154,53.4,https://www.topuniversities.com/universities/universite-catholique-de-louvain-uclouvain,Belgium,Louvain-la-Neuve,Europe,https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg,Private,Very High,19,4524,L,1315
155,University of Vienna,2017,155,53.3,https://www.topuniversities.com/universities/university-vienna,Austria,Vienna,Europe,https://www.topuniversities.com/sites/default/files/university-of-vienna_652_small.jpg,Public,Very High,12,14514,XL,3637
156,"University of California, Irvine",2017,156,53.2,https://www.topuniversities.com/universities/university-california-irvine,United States,Irvine,North America,https://www.topuniversities.com/sites/default/files/university-of-california-irvine_86_small.jpg,Public,Very High,13,9323,XL,2775
157,University of Liverpool,2017,157,53.1,https://www.topuniversities.com/universities/university-liverpool,United Kingdom,Liverpool,Europe,https://www.topuniversities.com/sites/default/files/university-of-liverpool_350_small.jpg,Public,Very High,10,9500,L,2771
158,Dartmouth College,2017,158,53,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836
159,University of Bath,2017,159,52.7,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12,5326,L,1339
160,Universitat de Barcelona,2017,160,52.6,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Public,Very High,15,6979,XL,3002
161,Texas A&M University,2017,160,52.6,https://www.topuniversities.com/universities/texas-am-university,United States,Galveston,North America,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg,Public,Very High,21,6621,XL,3049
162,Michigan State University,2017,160,52.6,https://www.topuniversities.com/universities/michigan-state-university,United States,East Lansing,North America,https://www.topuniversities.com/sites/default/files/michigan-state-university_402_small.jpg,Public,Very High,15,5795,XL,3008
163,Albert-Ludwigs-Universitaet Freiburg,2017,163,52.2,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg,Germany,Freiburg im Breisgau,Europe,https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg,Public,Very High,11,3883,L,1993
